,name,probability
0,1,0.008988905
1,2,0.004246058
2,3,0.003695449
3,4,0.0035201055
4,5,0.0034417878
5,6,0.0033999775
6,7,0.0033750131
7,8,0.0033589082
8,9,0.0033479114
9,10,0.0033400676
10,11,0.0033342757
11,12,0.0033298773
12,13,0.0033264582
13,14,0.003323748
14,15,0.0033215631
15,16,0.003319776
16,17,0.0033182956
17,18,0.0033170555
18,19,0.0033160062
19,20,0.0033151107
20,21,0.0033143405
21,22,0.0033136725
22,23,0.0033130902
23,24,0.0033125794
24,25,0.0033121284
25,26,0.0033117286
26,27,0.0033113724
27,28,0.0033110538
28,29,0.0033107675
29,30,0.0033105095
30,31,0.003310276
31,32,0.003310064
32,33,0.0033098713
33,34,0.003309695
34,35,0.003309534
35,36,0.0033093859
36,37,0.0033092496
37,38,0.0033091241
38,39,0.003309008
39,40,0.0033089006
40,41,0.003308801
41,42,0.0033087083
42,43,0.0033086224
43,44,0.0033085416
44,45,0.0033084666
45,46,0.0033083966
46,47,0.0033083307
47,48,0.003308269
48,49,0.0033082108
49,50,0.0033081563
50,51,0.0033081048
51,52,0.0033080566
52,53,0.0033080108
53,54,0.0033079677
54,55,0.0033079267
55,56,0.003307888
56,57,0.0033078513
57,58,0.0033078163
58,59,0.0033077835
59,60,0.0033077518
60,61,0.0033077223
61,62,0.0033076939
62,63,0.0033076664
63,64,0.0033076408
64,65,0.003307616
65,66,0.0033075926
66,67,0.00330757
67,68,0.0033075484
68,69,0.003307528
69,70,0.003307508
70,71,0.0033074894
71,72,0.0033074713
72,73,0.0033074538
73,74,0.003307437
74,75,0.0033074215
75,76,0.0033074059
76,77,0.0033073912
77,78,0.003307377
78,79,0.0033073633
79,80,0.0033073497
80,81,0.0033073372
81,82,0.0033073253
82,83,0.0033073132
83,84,0.0033073018
84,85,0.0033072908
85,86,0.0033072804
86,87,0.0033072704
87,88,0.00330726
88,89,0.0033072508
89,90,0.0033072417
90,91,0.0033072324
91,92,0.003307224
92,93,0.0033072156
93,94,0.0033072075
94,95,0.0033071998
95,96,0.0033071921
96,97,0.003307185
97,98,0.0033071777
98,99,0.0033071707
99,100,0.003307164
100,101,0.0033071574
101,102,0.0033071514
102,103,0.0033071449
103,104,0.003307139
104,105,0.0033071334
105,106,0.0033071274
106,107,0.003307122
107,108,0.0033071167
108,109,0.0033071118
109,110,0.0033071067
110,111,0.0033071018
111,112,0.0033070967
112,113,0.0033070925
113,114,0.0033070878
114,115,0.0033070834
115,116,0.003307079
116,117,0.003307075
117,118,0.0033070706
118,119,0.0033070669
119,120,0.003307063
120,121,0.0033070592
121,122,0.0033070554
122,123,0.003307052
123,124,0.0033070482
124,125,0.003307045
125,126,0.0033070415
126,127,0.0033070382
127,128,0.003307035
128,129,0.003307032
129,130,0.003307029
130,131,0.0033070259
131,132,0.003307023
132,133,0.00330702
133,134,0.0033070175
134,135,0.0033070147
135,136,0.0033070121
136,137,0.0033070093
137,138,0.003307007
138,139,0.0033070042
139,140,0.0033070021
140,141,0.0033069998
141,142,0.0033069972
142,143,0.003306995
143,144,0.0033069928
144,145,0.0033069905
145,146,0.0033069884
146,147,0.0033069863
147,148,0.0033069842
148,149,0.0033069823
149,150,0.0033069805
150,151,0.0033069784
151,152,0.0033069763
152,153,0.0033069744
153,154,0.0033069726
154,155,0.0033069707
155,156,0.003306969
156,157,0.0033069677
157,158,0.0033069656
158,159,0.0033069642
159,160,0.0033069625
160,161,0.003306961
161,162,0.0033069593
162,163,0.0033069577
163,164,0.0033069563
164,165,0.0033069546
165,166,0.0033069535
166,167,0.003306952
167,168,0.0033069504
168,169,0.003306949
169,170,0.0033069476
170,171,0.0033069465
171,172,0.003306945
172,173,0.0033069437
173,174,0.0033069423
174,175,0.0033069414
175,176,0.00330694
176,177,0.0033069388
177,178,0.0033069379
178,179,0.0033069365
179,180,0.0033069353
180,181,0.0033069341
181,182,0.003306933
182,183,0.0033069318
183,184,0.0033069311
184,185,0.0033069297
185,186,0.003306929
186,187,0.0033069279
187,188,0.003306927
188,189,0.003306926
189,190,0.003306925
190,191,0.003306924
191,192,0.0033069227
192,193,0.003306922
193,194,0.003306921
194,195,0.0033069202
195,196,0.0033069192
196,197,0.0033069185
197,198,0.0033069178
198,199,0.003306917
199,200,0.0033069158
200,201,0.003306915
201,202,0.0033069144
202,203,0.0033069134
203,204,0.0033069127
204,205,0.0033069118
205,206,0.003306911
206,207,0.0033069104
207,208,0.0033069097
208,209,0.003306909
209,210,0.003306908
210,211,0.0033069076
211,212,0.0033069067
212,213,0.0033069062
213,214,0.0033069055
214,215,0.0033069048
215,216,0.0033069043
216,217,0.0033069036
217,218,0.0033069027
218,219,0.0033069022
219,220,0.0033069015
220,221,0.003306901
221,222,0.0033069004
222,223,0.0033068997
223,224,0.003306899
224,225,0.0033068985
225,226,0.0033068978
226,227,0.0033068976
227,228,0.003306897
228,229,0.0033068962
229,230,0.0033068957
230,231,0.0033068953
231,232,0.0033068948
232,233,0.003306894
233,234,0.0033068936
234,235,0.0033068932
235,236,0.0033068925
236,237,0.0033068922
237,238,0.0033068915
238,239,0.0033068913
239,240,0.0033068906
240,241,0.0033068901
241,242,0.0033068897
242,243,0.0033068894
243,244,0.0033068887
244,245,0.0033068885
245,246,0.003306888
246,247,0.0033068873
247,248,0.003306887
248,249,0.0033068866
249,250,0.0033068862
250,251,0.0033068855
251,252,0.0033068852
252,253,0.0033068848
253,254,0.0033068846
254,255,0.0033068843
255,256,0.0033068836
256,257,0.0033068834
257,258,0.003306883
258,259,0.0033068827
259,260,0.003306882
260,261,0.0033068818
261,262,0.0033068813
262,263,0.003306881
263,264,0.0033068808
264,265,0.0033068806
265,266,0.00330688
266,267,0.0033068797
267,268,0.0033068794
268,269,0.003306879
269,270,0.0033068787
270,271,0.003306878
271,272,0.003306878
272,273,0.0033068776
273,274,0.0033068773
274,275,0.003306877
275,276,0.0033068766
276,277,0.0033068764
277,278,0.003306876
278,279,0.003306876
279,280,0.0033068755
280,281,0.0033068752
281,282,0.0033068748
282,283,0.0033068743
283,284,0.0033068743
284,285,0.003306874
285,286,0.0033068738
286,287,0.0033068736
287,288,0.003306873
288,289,0.003306873
289,290,0.0033068724
290,291,0.0033068722
291,292,0.0033068722
292,293,0.0033068717
293,294,0.0033068713
294,295,0.0033068713
295,296,0.0033068708
296,297,0.0033068706
297,298,0.0033068706
298,299,0.0033068703
299,300,0.00330687
